	z	k
82	0.49298597194388777	-0.435139317812258
83	0.49899799599198397	-0.4395026306026792
84	0.5050100200400801	-0.4438484784519456
85	0.5110220440881763	-0.44817700061596066
86	0.5170340681362725	-0.45248833469170735
87	0.5230460921843687	-0.45678261664350245
88	0.5290581162324649	-0.4610599808287264
89	0.5350701402805611	-0.46532056002303596
90	0.5410821643286573	-0.46956448544510204
91	0.5470941883767535	-0.4737918867808645
92	0.5531062124248497	-0.4780028922072993
93	0.5591182364729459	-0.48219762841574676
94	0.5651302605210421	-0.4863762206347755
95	0.5711422845691383	-0.4905387926526225
96	0.5771543086172345	-0.49468546683918563
97	0.5831663326653307	-0.49881636416762787
98	0.5891783567134269	-0.5029316042355363
99	0.5951903807615231	-0.5070313052856976
100	0.6012024048096193	-0.5111155842265035
101	0.6072144288577154	-0.5151845566519354
102	0.6132264529058116	-0.5192383368611969
103	0.6192384769539078	-0.5232770378779903
104	0.625250501002004	-0.5273007714694131
105	0.6312625250501002	-0.5313096481645291
106	0.6372745490981964	-0.535303777272565
107	0.6432865731462926	-0.5392832669008186
108	0.6492985971943888	-0.5432482239721981
109	0.655310621242485	-0.547198754242479
110	0.6613226452905812	-0.5511349623172089
111	0.6673346693386774	-0.5550569516683358
112	0.6733466933867736	-0.5589648246505295
113	0.6793587174348698	-0.5628586825172155
114	0.685370741482966	-0.5667386254363027
115	0.6913827655310621	-0.5706047525056632
116	0.6973947895791583	-0.5744571617682929
117	0.7034068136272545	-0.5782959502272577
118	0.7094188376753507	-0.5821212138603327
119	0.7154308617234468	-0.585933047634408
120	0.721442885771543	-0.5897315455196288
121	0.7274549098196392	-0.5935168005033085
122	0.7334669338677354	-0.5972889046035603
123	0.7394789579158316	-0.6010479488827546
124	0.7454909819639278	-0.604794023460684
125	0.751503006012024	-0.6085272175275305
126	0.7575150300601202	-0.6122476193566282
127	0.7635270541082164	-0.6159553163169482
128	0.7695390781563126	-0.6196503948854464
129	0.7755511022044088	-0.6233329406591536
130	0.781563126252505	-0.627003038367059
131	0.7875751503006012	-0.6306607718818323
132	0.7935871743486974	-0.6343062242313029
133	0.7995991983967936	-0.6379394776097835
134	0.8056112224448898	-0.6415606133891826
135	0.811623246492986	-0.6451697121299316
136	0.8176352705410822	-0.648766853591764
137	0.8236472945891784	-0.6523521167442607
138	0.8296593186372745	-0.6559255797772732
139	0.8356713426853707	-0.6594873201111505
140	0.8416833667334669	-0.6630374144068041
141	0.8476953907815631	-0.6665759385755997
142	0.8537074148296593	-0.6701029677891066
143	0.8597194388777555	-0.6736185764886783
144	0.8657314629258517	-0.6771228383948802
145	0.8717434869739479	-0.6806158265167604
146	0.8777555110220441	-0.6840976131609716
147	0.8837675350701403	-0.6875682699407705
148	0.8897795591182365	-0.6910278677848464
149	0.8957915831663327	-0.6944764769460076
150	0.9018036072144289	-0.6979141670097546
151	0.9078156312625251	-0.7013410069027131
152	0.9138276553106213	-0.7047570649008917
153	0.9198396793587175	-0.7081624086378867
154	0.9258517034068137	-0.7115571051128878
155	0.9318637274549099	-0.714941220698601
156	0.937875751503006	-0.7183148211490299
157	0.9438877755511021	-0.7216779716071351
158	0.9498997995991983	-0.7250307366124044
159	0.9559118236472945	-0.7283731801082537
160	0.9619238476953907	-0.7317053654493684
161	0.9679358717434869	-0.7350273554088987
162	0.9739478957915831	-0.7383392121855534
163	0.9799599198396793	-0.7416409974105941
164	0.9859719438877755	-0.7449327721547115
165	0.9919839679358717	-0.7482145969348084
166	0.9979959919839679	-0.7514865317206633
167	1.0040080160320641	-0.7547486359415234
168	1.0100200400801602	-0.7580009684925717
169	1.0160320641282565	-0.7612435877412992
170	1.0220440881763526	-0.7644765515338021
171	1.028056112224449	-0.7676999172009745
172	1.034068136272545	-0.7709137415646027
173	1.0400801603206413	-0.7741180809433724
174	1.0460921843687374	-0.7773129911588013
175	1.0521042084168337	-0.7804985275410545
176	1.0581162324649298	-0.7836747449347206
177	1.0641282565130261	-0.7868416977044537
178	1.0701402805611222	-0.7899994397405752
179	1.0761523046092185	-0.7931480244645623
180	1.0821643286573146	-0.7962875048344691
181	1.088176352705411	-0.799417933350291
182	1.094188376753507	-0.8025393620592075
183	1.100200400801603	-0.8056518425607957
184	1.1062124248496994	-0.8087554260121312
185	1.1122244488977955	-0.8118501631328447
186	1.1182364729458918	-0.81493610421009
187	1.1242484969939879	-0.8180132991034478
188	1.1302605210420842	-0.8210817972497682
189	1.1362725450901803	-0.8241416476679075
190	1.1422845691382766	-0.8271928989634713
191	1.1482965931863727	-0.8302355993334034
192	1.154308617234469	-0.8332697965705839
193	1.160320641282565	-0.8362955380683257
194	1.1663326653306614	-0.8393128708248009
195	1.1723446893787575	-0.8423218414474485
196	1.1783567134268538	-0.8453224961572613
197	1.1843687374749499	-0.8483148807930864
198	1.1903807615230462	-0.8512990408157822
199	1.1963927855711423	-0.8542750213124015
200	1.2024048096192386	-0.8572428670002491
201	1.2084168336673347	-0.8602026222309377
202	1.2144288577154307	-0.863154330994349
203	1.220440881763527	-0.86609803692255
204	1.2264529058116231	-0.869033783293694
205	1.2324649298597194	-0.871961613035801
206	1.2384769539078155	-0.8748815687305467
207	1.2444889779559118	-0.8777936926169776
208	1.250501002004008	-0.8806980265951703
209	1.2565130260521042	-0.8835946122298457
210	1.2625250501002003	-0.8864834907539432
211	1.2685370741482966	-0.8893647030721585
212	1.2745490981963927	-0.8922382897643808
213	1.280561122244489	-0.8951042910891562
214	1.2865731462925851	-0.8979627469870621
215	1.2925851703406814	-0.9008136970840366
216	1.2985971943887775	-0.9036571806946945
217	1.3046092184368738	-0.9064932368255534
218	1.31062124248497	-0.909321904178271
219	1.3166332665330662	-0.9121432211528001
220	1.3226452905811623	-0.9149572258505154
221	1.3286573146292584	-0.9177639560773045
222	1.3346693386773547	-0.9205634493466179
223	1.3406813627254508	-0.9233557428824772
224	1.346693386773547	-0.9261408736224332
225	1.3527054108216432	-0.9289188782205133
226	1.3587174348697395	-0.9316897930501122
227	1.3647294589178356	-0.9344536542068391
228	1.370741482965932	-0.9372104975113515
229	1.376753507014028	-0.9399603585121354
230	1.3827655310621243	-0.9427032724882545
231	1.3887775551102204	-0.9454392744520683
232	1.3947895791583167	-0.9481683991519139
233	1.4008016032064128	-0.950890681074755
234	1.406813627254509	-0.9536061544487913
235	1.4128256513026052	-0.9563148532460395
236	1.4188376753507015	-0.9590168111848993
237	1.4248496993987976	-0.9617120617326513
238	1.4308617234468937	-0.9644006381079572
239	1.43687374749499	-0.9670825732833146
240	1.442885771543086	-0.9697578999874796
241	1.4488977955911824	-0.9724266507078648
242	1.4549098196392785	-0.9750888576929042
243	1.4609218436873748	-0.9777445529543987
244	1.4669338677354709	-0.9803937682698162
245	1.4729458917835672	-0.98303653518458
246	1.4789579158316633	-0.9856728850143281
247	1.4849699398797596	-0.9883028488471115
248	1.4909819639278556	-0.9909264575456368
249	1.496993987975952	-0.9935437417494014
250	1.503006012024048	-0.9961547318768617
251	1.5090180360721444	-0.9987594581275518
252	1.5150300601202404	-1.0013579504841672
253	1.5210420841683367	-1.00395023871465
254	1.5270541082164328	-1.0065363523742303
255	1.5330661322645291	-1.0091163208074416
256	1.5390781563126252	-1.011690173150129
257	1.5450901803607213	-1.014257938331418
258	1.5511022044088176	-1.0168196450756615
259	1.5571142284569137	-1.019375321904385
260	1.56312625250501	-1.0219249971381608
261	1.5691382765531061	-1.0244686988985219
262	1.5751503006012024	-1.0270064551098077
263	1.5811623246492985	-1.0295382935010076
264	1.5871743486973948	-1.0320642416075765
265	1.593186372745491	-1.0345843267732266
266	1.5991983967935872	-1.0370985761517253
267	1.6052104208416833	-1.0396070167086162
268	1.6112224448897796	-1.0421096752229866
269	1.6172344689378757	-1.044606578289164
270	1.623246492985972	-1.0470977523184128
271	1.629258517034068	-1.0495832235406297
272	1.6352705410821644	-1.0520630180059674
273	1.6412825651302605	-1.0545371615865016
274	1.6472945891783568	-1.057005679977844
275	1.653306613226453	-1.059468598700728
276	1.659318637274549	-1.0619259431026133
277	1.6653306613226453	-1.0643777383592392
278	1.6713426853707414	-1.0668240094761736
279	1.6773547094188377	-1.0692647812903433
280	1.6833667334669338	-1.0717000784715474
281	1.68937875751503	-1.0741299255239591
282	1.6953907815631262	-1.076554346787593
283	1.7014028056112225	-1.0789733664397774
284	1.7074148296593186	-1.0813870084966015
285	1.7134268537074149	-1.0837952968143392
286	1.719438877755511	-1.086198255090867
287	1.7254509018036073	-1.0885959068670703
288	1.7314629258517034	-1.0909882755282088
289	1.7374749498997997	-1.0933753843053104
290	1.7434869739478958	-1.0957572562764983
291	1.749498997995992	-1.0981339143683566
292	1.7555110220440882	-1.10050538135723
293	1.7615230460921842	-1.1028716798705431
294	1.7675350701402806	-1.105232832388103
295	1.7735470941883766	-1.1075888612433733
296	1.779559118236473	-1.1099397886247384
297	1.785571142284569	-1.1122856365767633
298	1.7915831663326653	-1.1146264270014323
299	1.7975951903807614	-1.1169621816593787
300	1.8036072144288577	-1.1192929221710952
301	1.8096192384769538	-1.121618670018124
302	1.8156312625250501	-1.1239394465442718
303	1.8216432865731462	-1.126255272956759
304	1.8276553106212425	-1.1285661703273944
305	1.8336673346693386	-1.1308721595937268
306	1.839679358717435	-1.1331732615601744
307	1.845691382765531	-1.1354694968991685
308	1.8517034068136273	-1.1377608861522353
309	1.8577154308617234	-1.1400474497311428
310	1.8637274549098197	-1.1423292079189507
311	1.8697394789579158	-1.1446061808711172
312	1.875751503006012	-1.1468783886165523
313	1.8817635270541082	-1.1491458510586843
314	1.8877755511022043	-1.151408587976499
315	1.8937875751503006	-1.153666619025576
316	1.8997995991983967	-1.1559199637391164
317	1.905811623246493	-1.1581686415289623
318	1.911823647294589	-1.1604126716865797
319	1.9178356713426854	-1.1626520733840704
320	1.9238476953907815	-1.1648868656751539
321	1.9298597194388778	-1.1671170674961289
322	1.9358717434869739	-1.1693426976668448
323	1.9418837675350702	-1.171563774891654
324	1.9478957915831663	-1.173780317760349
325	1.9539078156312626	-1.1759923447491052
326	1.9599198396793587	-1.1781998742213995
327	1.965931863727455	-1.1804029244289178
328	1.971943887775551	-1.1826015135124812
329	1.9779559118236474	-1.184795659502917
330	1.9839679358717435	-1.1869853803219657
331	1.9899799599198396	-1.189170693783149
332	1.9959919839679359	-1.191351617592646
333	2.002004008016032	-1.1935281693501454
334	2.0080160320641283	-1.1957003665497021
335	2.0140280561122244	-1.197868226580584
336	2.0200400801603204	-1.2000317667281033
337	2.026052104208417	-1.2021910041744475
338	2.032064128256513	-1.204345955999491
339	2.038076152304609	-1.206496639181611
340	2.0440881763527052	-1.2086430705984923
341	2.0501002004008018	-1.210785267027909
342	2.056112224448898	-1.212923245148536
343	2.062124248496994	-1.2150570215407015
344	2.06813627254509	-1.2171866126871758
345	2.0741482965931866	-1.2193120349739304
346	2.0801603206412826	-1.2214333046908874
347	2.0861723446893787	-1.2235504380326825
348	2.092184368737475	-1.2256634510993942
349	2.098196392785571	-1.2277723598972914
350	2.1042084168336674	-1.2298771803395412
351	2.1102204408817635	-1.231977928246949
352	2.1162324649298596	-1.2340746193486658
353	2.1222444889779557	-1.2361672692828887
354	2.1282565130260522	-1.2382558935975694
355	2.1342685370741483	-1.2403405077510992
356	2.1402805611222444	-1.2424211271130026
357	2.1462925851703405	-1.2444977669646098
358	2.152304609218437	-1.2465704424997424
359	2.158316633266533	-1.248639168825366
360	2.164328657314629	-1.2507039609622597
361	2.1703406813627253	-1.2527648338456685
362	2.176352705410822	-1.2548218023259514
363	2.182364729458918	-1.2568748811692176
364	2.188376753507014	-1.2589240850579786
365	2.19438877755511	-1.2609694285917572
366	2.200400801603206	-1.2630109262877314
367	2.2064128256513027	-1.265048592581337
368	2.212424849699399	-1.267082441826887
369	2.218436873747495	-1.2691124882981806
370	2.224448897795591	-1.2711387461890988
371	2.2304609218436875	-1.273161229614204
372	2.2364729458917836	-1.2751799526093306
373	2.2424849699398797	-1.277194929132158
374	2.2484969939879758	-1.279206173062811
375	2.2545090180360723	-1.2812136982044164
376	2.2605210420841684	-1.2832175182836725
377	2.2665330661322645	-1.2852176469514187
378	2.2725450901803605	-1.2872140977831954
379	2.278557114228457	-1.289206884279785
380	2.284569138276553	-1.2911960198677708
381	2.2905811623246493	-1.2931815179000812
382	2.2965931863727453	-1.2951633916565073
383	2.302605210420842	-1.297141654344266
384	2.308617234468938	-1.2991163190985089
385	2.314629258517034	-1.3010873989828418
386	2.32064128256513	-1.3030549069898667
387	2.3266533066132262	-1.3050188560416638
388	2.3326653306613228	-1.3069792589903222
389	2.338677354709419	-1.3089361286184462
390	2.344689378757515	-1.3108894776396394
391	2.350701402805611	-1.312839318699019
392	2.3567134268537075	-1.3147856643736844
393	2.3627254509018036	-1.3167285271732294
394	2.3687374749498997	-1.3186679195402036
395	2.374749498997996	-1.320603853850602
396	2.3807615230460923	-1.3225363424143386
397	2.3867735470941884	-1.3244653974757066
398	2.3927855711422845	-1.326391031213863
399	2.3987975951903806	-1.3283132557432613
400	2.404809619238477	-1.3302320831141399
401	2.4108216432865732	-1.3321475253129489
402	2.4168336673346693	-1.3340595942628173
403	2.4228456913827654	-1.3359683018239905
404	2.4288577154308615	-1.3378736597942757
405	2.434869739478958	-1.339775679909474
406	2.440881763527054	-1.3416743738438148
407	2.44689378757515	-1.343569753210398
408	2.4529058116232463	-1.345461829561596
409	2.458917835671343	-1.3473506143895022
410	2.464929859719439	-1.3492361191263325
411	2.470941883767535	-1.3511183551448445
412	2.476953907815631	-1.3529973337587546
413	2.4829659318637276	-1.3548730662231454
414	2.4889779559118237	-1.3567455637348504
415	2.49498997995992	-1.358614837432898
416	2.501002004008016	-1.3604808983988514
417	2.5070140280561124	-1.362343757657262
418	2.5130260521042085	-1.3642034261760119
419	2.5190380761523046	-1.366059914866733
420	2.5250501002004007	-1.367913234585178
421	2.5310621242484967	-1.3697633961315985
422	2.5370741482965933	-1.3716104102511293
423	2.5430861723446894	-1.3734542876341582
424	2.5490981963927855	-1.3752950389167131
425	2.5551102204408815	-1.3771326746807935
426	2.561122244488978	-1.3789672054547808
427	2.567134268537074	-1.380798641713758
428	2.5731462925851702	-1.3826269938799123
429	2.5791583166332663	-1.3844522723228465
430	2.585170340681363	-1.386274487359958
431	2.591182364729459	-1.3880936492567892
432	2.597194388777555	-1.3899097682273687
433	2.603206412825651	-1.3917228544345495
434	2.6092184368737477	-1.3935329179903577
435	2.6152304609218437	-1.395339968956332
436	2.62124248496994	-1.3971440173438545
437	2.627254509018036	-1.3989450731144848
438	2.6332665330661325	-1.4007431461802966
439	2.6392785571142285	-1.4025382464041902
440	2.6452905811623246	-1.4043303836002323
441	2.6513026052104207	-1.4061195675339742
442	2.657314629258517	-1.4079058079227582
443	2.6633266533066133	-1.4096891144360568
444	2.6693386773547094	-1.4114694966957664
445	2.6753507014028055	-1.4132469642765315
446	2.6813627254509016	-1.415021526706043
447	2.687374749498998	-1.4167931934653684
448	2.693386773547094	-1.4185619739892084
449	2.6993987975951903	-1.420327877666257
450	2.7054108216432864	-1.422090913839458
451	2.711422845691383	-1.423851091806314
452	2.717434869739479	-1.4256084208191866
453	2.723446893787575	-1.427362910085583
454	2.729458917835671	-1.4291145687684397
455	2.7354709418837677	-1.430863405986433
456	2.741482965931864	-1.4326094308142203
457	2.74749498997996	-1.4343526522827732
458	2.753507014028056	-1.4360930793796198
459	2.759519038076152	-1.4378307210491392
460	2.7655310621242486	-1.439565586192841
461	2.7715430861723447	-1.4412976836696196
462	2.7775551102204408	-1.443027022296054
463	2.783567134268537	-1.4447536108466519
464	2.7895791583166334	-1.446477458054124
465	2.7955911823647295	-1.4481985726096616
466	2.8016032064128256	-1.4499169631631812
467	2.8076152304609217	-1.4516326383235978
468	2.813627254509018	-1.4533456066590755
469	2.8196392785571143	-1.4550558766972959
470	2.8256513026052104	-1.4567634569256915
471	2.8316633266533064	-1.4584683557917288
472	2.837675350701403	-1.460170581703129
473	2.843687374749499	-1.4618701430281378
474	2.849699398797595	-1.4635670480957579
475	2.8557114228456912	-1.4652613051960093
476	2.8617234468937873	-1.4669529225801563
477	2.867735470941884	-1.4686419084609614
478	2.87374749498998	-1.4703282710129058
479	2.879759519038076	-1.4720120183724617
480	2.885771543086172	-1.4736931586382906
481	2.8917835671342687	-1.475371699871491
482	2.8977955911823647	-1.4770476500958414
483	2.903807615230461	-1.4787210172980172
484	2.909819639278557	-1.4803918094278186
485	2.9158316633266534	-1.4820600343984118
486	2.9218436873747495	-1.4837257000865303
487	2.9278557114228456	-1.4853888143327152
488	2.9338677354709417	-1.487049384941539
489	2.9398797595190382	-1.4887074196818157
490	2.9458917835671343	-1.4903629262868194
491	2.9519038076152304	-1.4920159124545063
492	2.9579158316633265	-1.4936663858477206
493	2.963927855711423	-1.495314354094427
494	2.969939879759519	-1.4969598247878924
495	2.975951903807615	-1.498602805486925
496	2.9819639278557113	-1.500243303716064
497	2.9879759519038074	-1.501881326965791
498	2.993987975951904	-1.503516882692745
499	3.0	-1.505149978319906
